,dayOfWeek,dayOfMonth,month,year,isWeekend,timestamp,isHolidayCA,isHolidayUS
4904,7,5,6,2016,1,2016-06-05,0,0
4905,1,6,6,2016,0,2016-06-06,0,0
4906,2,7,6,2016,0,2016-06-07,0,0
4907,3,8,6,2016,0,2016-06-08,0,0
4908,4,9,6,2016,0,2016-06-09,0,0
4909,5,10,6,2016,0,2016-06-10,0,0
4910,6,11,6,2016,1,2016-06-11,0,0
4911,7,12,6,2016,1,2016-06-12,0,0
4912,1,13,6,2016,0,2016-06-13,0,0
4913,2,14,6,2016,0,2016-06-14,0,0
4914,3,15,6,2016,0,2016-06-15,0,0
4915,4,16,6,2016,0,2016-06-16,0,0
4916,5,17,6,2016,0,2016-06-17,0,0
4917,6,18,6,2016,1,2016-06-18,0,0
4918,7,19,6,2016,1,2016-06-19,0,0
4919,1,20,6,2016,0,2016-06-20,0,0
4920,2,21,6,2016,0,2016-06-21,0,0
4921,3,22,6,2016,0,2016-06-22,0,0
4922,4,23,6,2016,0,2016-06-23,0,0
4923,5,24,6,2016,0,2016-06-24,0,0
4924,6,25,6,2016,1,2016-06-25,0,0
4925,7,26,6,2016,1,2016-06-26,0,0
4926,1,27,6,2016,0,2016-06-27,0,0
4927,2,28,6,2016,0,2016-06-28,0,0
4928,3,29,6,2016,0,2016-06-29,0,0
4929,4,30,6,2016,0,2016-06-30,0,0
4930,5,1,7,2016,0,2016-07-01,1,0
4931,6,2,7,2016,1,2016-07-02,0,0
4932,7,3,7,2016,1,2016-07-03,0,0
4933,1,4,7,2016,0,2016-07-04,0,1
4934,2,5,7,2016,0,2016-07-05,0,0
4935,3,6,7,2016,0,2016-07-06,0,0
4936,4,7,7,2016,0,2016-07-07,0,0
4937,5,8,7,2016,0,2016-07-08,0,0
4938,6,9,7,2016,1,2016-07-09,0,0
4939,7,10,7,2016,1,2016-07-10,0,0
4940,1,11,7,2016,0,2016-07-11,0,0
4941,2,12,7,2016,0,2016-07-12,0,0
4942,3,13,7,2016,0,2016-07-13,0,0
4943,4,14,7,2016,0,2016-07-14,0,0
4944,5,15,7,2016,0,2016-07-15,0,0
4945,6,16,7,2016,1,2016-07-16,0,0
4946,7,17,7,2016,1,2016-07-17,0,0
4947,1,18,7,2016,0,2016-07-18,0,0
4948,2,19,7,2016,0,2016-07-19,0,0
4949,3,20,7,2016,0,2016-07-20,0,0
4950,4,21,7,2016,0,2016-07-21,0,0
4951,5,22,7,2016,0,2016-07-22,0,0
4952,6,23,7,2016,1,2016-07-23,0,0
4953,7,24,7,2016,1,2016-07-24,0,0
4954,1,25,7,2016,0,2016-07-25,0,0
4955,2,26,7,2016,0,2016-07-26,0,0
4956,3,27,7,2016,0,2016-07-27,0,0
4957,4,28,7,2016,0,2016-07-28,0,0
4958,5,29,7,2016,0,2016-07-29,0,0
4959,6,30,7,2016,1,2016-07-30,0,0
4960,7,31,7,2016,1,2016-07-31,0,0
4961,1,1,8,2016,0,2016-08-01,1,0
4962,2,2,8,2016,0,2016-08-02,0,0
4963,3,3,8,2016,0,2016-08-03,0,0
4964,4,4,8,2016,0,2016-08-04,0,0
4965,5,5,8,2016,0,2016-08-05,0,0
4966,6,6,8,2016,1,2016-08-06,0,0
4967,7,7,8,2016,1,2016-08-07,0,0
4968,1,8,8,2016,0,2016-08-08,0,0
4969,2,9,8,2016,0,2016-08-09,0,0
4970,3,10,8,2016,0,2016-08-10,0,0
4971,4,11,8,2016,0,2016-08-11,0,0
4972,5,12,8,2016,0,2016-08-12,0,0
4973,6,13,8,2016,1,2016-08-13,0,0
4974,7,14,8,2016,1,2016-08-14,0,0
4975,1,15,8,2016,0,2016-08-15,0,0
4976,2,16,8,2016,0,2016-08-16,0,0
4977,3,17,8,2016,0,2016-08-17,0,0
4978,4,18,8,2016,0,2016-08-18,0,0
4979,5,19,8,2016,0,2016-08-19,0,0
4980,6,20,8,2016,1,2016-08-20,0,0
4981,7,21,8,2016,1,2016-08-21,0,0
4982,1,22,8,2016,0,2016-08-22,0,0
4983,2,23,8,2016,0,2016-08-23,0,0
4984,3,24,8,2016,0,2016-08-24,0,0
4985,4,25,8,2016,0,2016-08-25,0,0
4986,5,26,8,2016,0,2016-08-26,0,0
4987,6,27,8,2016,1,2016-08-27,0,0
4988,7,28,8,2016,1,2016-08-28,0,0
4989,1,29,8,2016,0,2016-08-29,0,0
4990,2,30,8,2016,0,2016-08-30,0,0
4991,3,31,8,2016,0,2016-08-31,0,0
4992,4,1,9,2016,0,2016-09-01,0,0
4993,5,2,9,2016,0,2016-09-02,0,0
4994,6,3,9,2016,1,2016-09-03,0,0
4995,7,4,9,2016,1,2016-09-04,0,0
4996,1,5,9,2016,0,2016-09-05,1,1
4997,2,6,9,2016,0,2016-09-06,0,0
4998,3,7,9,2016,0,2016-09-07,0,0
4999,4,8,9,2016,0,2016-09-08,0,0
5000,5,9,9,2016,0,2016-09-09,0,0
5001,6,10,9,2016,1,2016-09-10,0,0
5002,7,11,9,2016,1,2016-09-11,0,0
5003,1,12,9,2016,0,2016-09-12,0,0
5004,2,13,9,2016,0,2016-09-13,0,0
5005,3,14,9,2016,0,2016-09-14,0,0
5006,4,15,9,2016,0,2016-09-15,0,0
5007,5,16,9,2016,0,2016-09-16,0,0
5008,6,17,9,2016,1,2016-09-17,0,0
5009,7,18,9,2016,1,2016-09-18,0,0
5010,1,19,9,2016,0,2016-09-19,0,0
5011,2,20,9,2016,0,2016-09-20,0,0
5012,3,21,9,2016,0,2016-09-21,0,0
5013,4,22,9,2016,0,2016-09-22,0,0
5014,5,23,9,2016,0,2016-09-23,0,0
5015,6,24,9,2016,1,2016-09-24,0,0
5016,7,25,9,2016,1,2016-09-25,0,0
5017,1,26,9,2016,0,2016-09-26,0,0
5018,2,27,9,2016,0,2016-09-27,0,0
5019,3,28,9,2016,0,2016-09-28,0,0
5020,4,29,9,2016,0,2016-09-29,0,0
5021,5,30,9,2016,0,2016-09-30,0,0
5022,6,1,10,2016,1,2016-10-01,0,0
5023,7,2,10,2016,1,2016-10-02,0,0
5024,1,3,10,2016,0,2016-10-03,0,0
5025,2,4,10,2016,0,2016-10-04,0,0
5026,3,5,10,2016,0,2016-10-05,0,0
5027,4,6,10,2016,0,2016-10-06,0,0
5028,5,7,10,2016,0,2016-10-07,0,0
5029,6,8,10,2016,1,2016-10-08,0,0
5030,7,9,10,2016,1,2016-10-09,0,0
5031,1,10,10,2016,0,2016-10-10,1,1
5032,2,11,10,2016,0,2016-10-11,0,0
5033,3,12,10,2016,0,2016-10-12,0,0
5034,4,13,10,2016,0,2016-10-13,0,0
5035,5,14,10,2016,0,2016-10-14,0,0
5036,6,15,10,2016,1,2016-10-15,0,0
5037,7,16,10,2016,1,2016-10-16,0,0
5038,1,17,10,2016,0,2016-10-17,0,0
5039,2,18,10,2016,0,2016-10-18,0,0
5040,3,19,10,2016,0,2016-10-19,0,0
5041,4,20,10,2016,0,2016-10-20,0,0
5042,5,21,10,2016,0,2016-10-21,0,0
5043,6,22,10,2016,1,2016-10-22,0,0
5044,7,23,10,2016,1,2016-10-23,0,0
5045,1,24,10,2016,0,2016-10-24,0,0
5046,2,25,10,2016,0,2016-10-25,0,0
5047,3,26,10,2016,0,2016-10-26,0,0
5048,4,27,10,2016,0,2016-10-27,0,0
5049,5,28,10,2016,0,2016-10-28,0,0
5050,6,29,10,2016,1,2016-10-29,0,0
5051,7,30,10,2016,1,2016-10-30,0,0
5052,1,31,10,2016,0,2016-10-31,0,0
5053,2,1,11,2016,0,2016-11-01,0,0
5054,3,2,11,2016,0,2016-11-02,0,0
5055,4,3,11,2016,0,2016-11-03,0,0
5056,5,4,11,2016,0,2016-11-04,0,0
5057,6,5,11,2016,1,2016-11-05,0,0
5058,7,6,11,2016,1,2016-11-06,0,0
5059,1,7,11,2016,0,2016-11-07,0,0
5060,2,8,11,2016,0,2016-11-08,0,0
5061,3,9,11,2016,0,2016-11-09,0,0
5062,4,10,11,2016,0,2016-11-10,0,0
5063,5,11,11,2016,0,2016-11-11,0,1
5064,6,12,11,2016,1,2016-11-12,0,0
5065,7,13,11,2016,1,2016-11-13,0,0
5066,1,14,11,2016,0,2016-11-14,0,0
5067,2,15,11,2016,0,2016-11-15,0,0
5068,3,16,11,2016,0,2016-11-16,0,0
5069,4,17,11,2016,0,2016-11-17,0,0
5070,5,18,11,2016,0,2016-11-18,0,0
5071,6,19,11,2016,1,2016-11-19,0,0
5072,7,20,11,2016,1,2016-11-20,0,0
5073,1,21,11,2016,0,2016-11-21,0,0
5074,2,22,11,2016,0,2016-11-22,0,0
5075,3,23,11,2016,0,2016-11-23,0,0
5076,4,24,11,2016,0,2016-11-24,0,1
5077,5,25,11,2016,0,2016-11-25,0,0
5078,6,26,11,2016,1,2016-11-26,0,0
5079,7,27,11,2016,1,2016-11-27,0,0
5080,1,28,11,2016,0,2016-11-28,0,0
5081,2,29,11,2016,0,2016-11-29,0,0
5082,3,30,11,2016,0,2016-11-30,0,0
5083,4,1,12,2016,0,2016-12-01,0,0
5084,5,2,12,2016,0,2016-12-02,0,0
5085,6,3,12,2016,1,2016-12-03,0,0
5086,7,4,12,2016,1,2016-12-04,0,0
5087,1,5,12,2016,0,2016-12-05,0,0
5088,2,6,12,2016,0,2016-12-06,0,0
5089,3,7,12,2016,0,2016-12-07,0,0
5090,4,8,12,2016,0,2016-12-08,0,0
5091,5,9,12,2016,0,2016-12-09,0,0
5092,6,10,12,2016,1,2016-12-10,0,0
5093,7,11,12,2016,1,2016-12-11,0,0
5094,1,12,12,2016,0,2016-12-12,0,0
5095,2,13,12,2016,0,2016-12-13,0,0
5096,3,14,12,2016,0,2016-12-14,0,0
5097,4,15,12,2016,0,2016-12-15,0,0
5098,5,16,12,2016,0,2016-12-16,0,0
5099,6,17,12,2016,1,2016-12-17,0,0
5100,7,18,12,2016,1,2016-12-18,0,0
5101,1,19,12,2016,0,2016-12-19,0,0
5102,2,20,12,2016,0,2016-12-20,0,0
5103,3,21,12,2016,0,2016-12-21,0,0
5104,4,22,12,2016,0,2016-12-22,0,0
5105,5,23,12,2016,0,2016-12-23,0,0
5106,6,24,12,2016,1,2016-12-24,0,0
5107,7,25,12,2016,1,2016-12-25,1,1
5108,1,26,12,2016,0,2016-12-26,1,1
5109,2,27,12,2016,0,2016-12-27,1,0
5110,3,28,12,2016,0,2016-12-28,0,0
5111,4,29,12,2016,0,2016-12-29,0,0
5112,5,30,12,2016,0,2016-12-30,0,0
5113,6,31,12,2016,1,2016-12-31,0,0
5114,7,1,1,2017,1,2017-01-01,1,1
5115,1,2,1,2017,0,2017-01-02,1,1
5116,2,3,1,2017,0,2017-01-03,0,0
5117,3,4,1,2017,0,2017-01-04,0,0
5118,4,5,1,2017,0,2017-01-05,0,0
5119,5,6,1,2017,0,2017-01-06,0,0
5120,6,7,1,2017,1,2017-01-07,0,0
5121,7,8,1,2017,1,2017-01-08,0,0
5122,1,9,1,2017,0,2017-01-09,0,0
5123,2,10,1,2017,0,2017-01-10,0,0
5124,3,11,1,2017,0,2017-01-11,0,0
5125,4,12,1,2017,0,2017-01-12,0,0
5126,5,13,1,2017,0,2017-01-13,0,0
5127,6,14,1,2017,1,2017-01-14,0,0
5128,7,15,1,2017,1,2017-01-15,0,0
5129,1,16,1,2017,0,2017-01-16,0,1
5130,2,17,1,2017,0,2017-01-17,0,0
5131,3,18,1,2017,0,2017-01-18,0,0
5132,4,19,1,2017,0,2017-01-19,0,0
5133,5,20,1,2017,0,2017-01-20,0,0
5134,6,21,1,2017,1,2017-01-21,0,0
5135,7,22,1,2017,1,2017-01-22,0,0
5136,1,23,1,2017,0,2017-01-23,0,0
5137,2,24,1,2017,0,2017-01-24,0,0
5138,3,25,1,2017,0,2017-01-25,0,0
5139,4,26,1,2017,0,2017-01-26,0,0
5140,5,27,1,2017,0,2017-01-27,0,0
5141,6,28,1,2017,1,2017-01-28,0,0
5142,7,29,1,2017,1,2017-01-29,0,0
5143,1,30,1,2017,0,2017-01-30,0,0
5144,2,31,1,2017,0,2017-01-31,0,0
5145,3,1,2,2017,0,2017-02-01,0,0
5146,4,2,2,2017,0,2017-02-02,0,0
5147,5,3,2,2017,0,2017-02-03,0,0
5148,6,4,2,2017,1,2017-02-04,0,0
5149,7,5,2,2017,1,2017-02-05,0,0
5150,1,6,2,2017,0,2017-02-06,0,0
5151,2,7,2,2017,0,2017-02-07,0,0
5152,3,8,2,2017,0,2017-02-08,0,0
5153,4,9,2,2017,0,2017-02-09,0,0
5154,5,10,2,2017,0,2017-02-10,0,0
5155,6,11,2,2017,1,2017-02-11,0,0
5156,7,12,2,2017,1,2017-02-12,0,0
5157,1,13,2,2017,0,2017-02-13,0,0
5158,2,14,2,2017,0,2017-02-14,0,0
5159,3,15,2,2017,0,2017-02-15,0,0
5160,4,16,2,2017,0,2017-02-16,0,0
5161,5,17,2,2017,0,2017-02-17,0,0
5162,6,18,2,2017,1,2017-02-18,0,0
5163,7,19,2,2017,1,2017-02-19,0,0
5164,1,20,2,2017,0,2017-02-20,1,1
5165,2,21,2,2017,0,2017-02-21,0,0
5166,3,22,2,2017,0,2017-02-22,0,0
5167,4,23,2,2017,0,2017-02-23,0,0
5168,5,24,2,2017,0,2017-02-24,0,0
5169,6,25,2,2017,1,2017-02-25,0,0
5170,7,26,2,2017,1,2017-02-26,0,0
5171,1,27,2,2017,0,2017-02-27,0,0
5172,2,28,2,2017,0,2017-02-28,0,0
5173,3,1,3,2017,0,2017-03-01,0,0
5174,4,2,3,2017,0,2017-03-02,0,0
5175,5,3,3,2017,0,2017-03-03,0,0
5176,6,4,3,2017,1,2017-03-04,0,0
5177,7,5,3,2017,1,2017-03-05,0,0
5178,1,6,3,2017,0,2017-03-06,0,0
5179,2,7,3,2017,0,2017-03-07,0,0
5180,3,8,3,2017,0,2017-03-08,0,0
5181,4,9,3,2017,0,2017-03-09,0,0
5182,5,10,3,2017,0,2017-03-10,0,0
5183,6,11,3,2017,1,2017-03-11,0,0
5184,7,12,3,2017,1,2017-03-12,0,0
5185,1,13,3,2017,0,2017-03-13,0,0
5186,2,14,3,2017,0,2017-03-14,0,0
5187,3,15,3,2017,0,2017-03-15,0,0
5188,4,16,3,2017,0,2017-03-16,0,0
5189,5,17,3,2017,0,2017-03-17,0,0
5190,6,18,3,2017,1,2017-03-18,0,0
5191,7,19,3,2017,1,2017-03-19,0,0
5192,1,20,3,2017,0,2017-03-20,0,0
5193,2,21,3,2017,0,2017-03-21,0,0
5194,3,22,3,2017,0,2017-03-22,0,0
5195,4,23,3,2017,0,2017-03-23,0,0
5196,5,24,3,2017,0,2017-03-24,0,0
5197,6,25,3,2017,1,2017-03-25,0,0
5198,7,26,3,2017,1,2017-03-26,0,0
5199,1,27,3,2017,0,2017-03-27,0,0
5200,2,28,3,2017,0,2017-03-28,0,0
5201,3,29,3,2017,0,2017-03-29,0,0
5202,4,30,3,2017,0,2017-03-30,0,0
5203,5,31,3,2017,0,2017-03-31,0,0
5204,6,1,4,2017,1,2017-04-01,0,0
5205,7,2,4,2017,1,2017-04-02,0,0
5206,1,3,4,2017,0,2017-04-03,0,0
5207,2,4,4,2017,0,2017-04-04,0,0
5208,3,5,4,2017,0,2017-04-05,0,0
5209,4,6,4,2017,0,2017-04-06,0,0
5210,5,7,4,2017,0,2017-04-07,0,0
5211,6,8,4,2017,1,2017-04-08,0,0
5212,7,9,4,2017,1,2017-04-09,0,0
5213,1,10,4,2017,0,2017-04-10,0,0
5214,2,11,4,2017,0,2017-04-11,0,0
5215,3,12,4,2017,0,2017-04-12,0,0
5216,4,13,4,2017,0,2017-04-13,0,0
5217,5,14,4,2017,0,2017-04-14,1,0
5218,6,15,4,2017,1,2017-04-15,0,0
5219,7,16,4,2017,1,2017-04-16,0,0
5220,1,17,4,2017,0,2017-04-17,0,0
5221,2,18,4,2017,0,2017-04-18,0,0
5222,3,19,4,2017,0,2017-04-19,0,0
5223,4,20,4,2017,0,2017-04-20,0,0
5224,5,21,4,2017,0,2017-04-21,0,0
5225,6,22,4,2017,1,2017-04-22,0,0
5226,7,23,4,2017,1,2017-04-23,0,0
5227,1,24,4,2017,0,2017-04-24,0,0
5228,2,25,4,2017,0,2017-04-25,0,0
5229,3,26,4,2017,0,2017-04-26,0,0
5230,4,27,4,2017,0,2017-04-27,0,0
5231,5,28,4,2017,0,2017-04-28,0,0
5232,6,29,4,2017,1,2017-04-29,0,0
5233,7,30,4,2017,1,2017-04-30,0,0
5234,1,1,5,2017,0,2017-05-01,0,0
5235,2,2,5,2017,0,2017-05-02,0,0
5236,3,3,5,2017,0,2017-05-03,0,0
5237,4,4,5,2017,0,2017-05-04,0,0
5238,5,5,5,2017,0,2017-05-05,0,0
5239,6,6,5,2017,1,2017-05-06,0,0
5240,7,7,5,2017,1,2017-05-07,0,0
5241,1,8,5,2017,0,2017-05-08,0,0
5242,2,9,5,2017,0,2017-05-09,0,0
5243,3,10,5,2017,0,2017-05-10,0,0
5244,4,11,5,2017,0,2017-05-11,0,0
5245,5,12,5,2017,0,2017-05-12,0,0
5246,6,13,5,2017,1,2017-05-13,0,0
5247,7,14,5,2017,1,2017-05-14,0,0
5248,1,15,5,2017,0,2017-05-15,0,0
5249,2,16,5,2017,0,2017-05-16,0,0
5250,3,17,5,2017,0,2017-05-17,0,0
5251,4,18,5,2017,0,2017-05-18,0,0
5252,5,19,5,2017,0,2017-05-19,0,0
5253,6,20,5,2017,1,2017-05-20,0,0
5254,7,21,5,2017,1,2017-05-21,0,0
5255,1,22,5,2017,0,2017-05-22,1,0
5256,2,23,5,2017,0,2017-05-23,0,0
5257,3,24,5,2017,0,2017-05-24,0,0
5258,4,25,5,2017,0,2017-05-25,0,0
5259,5,26,5,2017,0,2017-05-26,0,0
5260,6,27,5,2017,1,2017-05-27,0,0
5261,7,28,5,2017,1,2017-05-28,0,0
5262,1,29,5,2017,0,2017-05-29,0,1
5263,2,30,5,2017,0,2017-05-30,0,0
5264,3,31,5,2017,0,2017-05-31,0,0
5265,4,1,6,2017,0,2017-06-01,0,0
5266,5,2,6,2017,0,2017-06-02,0,0
5267,6,3,6,2017,1,2017-06-03,0,0
5268,7,4,6,2017,1,2017-06-04,0,0
5269,1,5,6,2017,0,2017-06-05,0,0
5270,2,6,6,2017,0,2017-06-06,0,0
5271,3,7,6,2017,0,2017-06-07,0,0
5272,4,8,6,2017,0,2017-06-08,0,0
5273,5,9,6,2017,0,2017-06-09,0,0
5274,6,10,6,2017,1,2017-06-10,0,0
5275,7,11,6,2017,1,2017-06-11,0,0
5276,1,12,6,2017,0,2017-06-12,0,0
5277,2,13,6,2017,0,2017-06-13,0,0
5278,3,14,6,2017,0,2017-06-14,0,0
5279,4,15,6,2017,0,2017-06-15,0,0
5280,5,16,6,2017,0,2017-06-16,0,0
5281,6,17,6,2017,1,2017-06-17,0,0
5282,7,18,6,2017,1,2017-06-18,0,0
5283,1,19,6,2017,0,2017-06-19,0,0
5284,2,20,6,2017,0,2017-06-20,0,0
5285,3,21,6,2017,0,2017-06-21,0,0
5286,4,22,6,2017,0,2017-06-22,0,0
5287,5,23,6,2017,0,2017-06-23,0,0
5288,6,24,6,2017,1,2017-06-24,0,0
5289,7,25,6,2017,1,2017-06-25,0,0
5290,1,26,6,2017,0,2017-06-26,0,0
5291,2,27,6,2017,0,2017-06-27,0,0
5292,3,28,6,2017,0,2017-06-28,0,0
5293,4,29,6,2017,0,2017-06-29,0,0
5294,5,30,6,2017,0,2017-06-30,0,0
5295,6,1,7,2017,1,2017-07-01,1,0
5296,7,2,7,2017,1,2017-07-02,0,0
5297,1,3,7,2017,0,2017-07-03,1,0
5298,2,4,7,2017,0,2017-07-04,0,1
5299,3,5,7,2017,0,2017-07-05,0,0
5300,4,6,7,2017,0,2017-07-06,0,0
5301,5,7,7,2017,0,2017-07-07,0,0
5302,6,8,7,2017,1,2017-07-08,0,0
5303,7,9,7,2017,1,2017-07-09,0,0
5304,1,10,7,2017,0,2017-07-10,0,0
5305,2,11,7,2017,0,2017-07-11,0,0
5306,3,12,7,2017,0,2017-07-12,0,0
5307,4,13,7,2017,0,2017-07-13,0,0
5308,5,14,7,2017,0,2017-07-14,0,0
5309,6,15,7,2017,1,2017-07-15,0,0
5310,7,16,7,2017,1,2017-07-16,0,0
5311,1,17,7,2017,0,2017-07-17,0,0
5312,2,18,7,2017,0,2017-07-18,0,0
5313,3,19,7,2017,0,2017-07-19,0,0
5314,4,20,7,2017,0,2017-07-20,0,0
5315,5,21,7,2017,0,2017-07-21,0,0
5316,6,22,7,2017,1,2017-07-22,0,0
5317,7,23,7,2017,1,2017-07-23,0,0
5318,1,24,7,2017,0,2017-07-24,0,0
5319,2,25,7,2017,0,2017-07-25,0,0
5320,3,26,7,2017,0,2017-07-26,0,0
5321,4,27,7,2017,0,2017-07-27,0,0
5322,5,28,7,2017,0,2017-07-28,0,0
5323,6,29,7,2017,1,2017-07-29,0,0
5324,7,30,7,2017,1,2017-07-30,0,0
5325,1,31,7,2017,0,2017-07-31,0,0
5326,2,1,8,2017,0,2017-08-01,0,0
5327,3,2,8,2017,0,2017-08-02,0,0
5328,4,3,8,2017,0,2017-08-03,0,0
5329,5,4,8,2017,0,2017-08-04,0,0
5330,6,5,8,2017,1,2017-08-05,0,0
5331,7,6,8,2017,1,2017-08-06,0,0
5332,1,7,8,2017,0,2017-08-07,1,0
5333,2,8,8,2017,0,2017-08-08,0,0
5334,3,9,8,2017,0,2017-08-09,0,0
5335,4,10,8,2017,0,2017-08-10,0,0
5336,5,11,8,2017,0,2017-08-11,0,0
5337,6,12,8,2017,1,2017-08-12,0,0
5338,7,13,8,2017,1,2017-08-13,0,0
5339,1,14,8,2017,0,2017-08-14,0,0
5340,2,15,8,2017,0,2017-08-15,0,0
5341,3,16,8,2017,0,2017-08-16,0,0
5342,4,17,8,2017,0,2017-08-17,0,0
5343,5,18,8,2017,0,2017-08-18,0,0
5344,6,19,8,2017,1,2017-08-19,0,0
5345,7,20,8,2017,1,2017-08-20,0,0
5346,1,21,8,2017,0,2017-08-21,0,0
5347,2,22,8,2017,0,2017-08-22,0,0
5348,3,23,8,2017,0,2017-08-23,0,0
5349,4,24,8,2017,0,2017-08-24,0,0
5350,5,25,8,2017,0,2017-08-25,0,0
5351,6,26,8,2017,1,2017-08-26,0,0
5352,7,27,8,2017,1,2017-08-27,0,0
5353,1,28,8,2017,0,2017-08-28,0,0
5354,2,29,8,2017,0,2017-08-29,0,0
5355,3,30,8,2017,0,2017-08-30,0,0
5356,4,31,8,2017,0,2017-08-31,0,0
5357,5,1,9,2017,0,2017-09-01,0,0
5358,6,2,9,2017,1,2017-09-02,0,0
5359,7,3,9,2017,1,2017-09-03,0,0
5360,1,4,9,2017,0,2017-09-04,1,1
5361,2,5,9,2017,0,2017-09-05,0,0
5362,3,6,9,2017,0,2017-09-06,0,0
5363,4,7,9,2017,0,2017-09-07,0,0
5364,5,8,9,2017,0,2017-09-08,0,0
5365,6,9,9,2017,1,2017-09-09,0,0
5366,7,10,9,2017,1,2017-09-10,0,0
5367,1,11,9,2017,0,2017-09-11,0,0
5368,2,12,9,2017,0,2017-09-12,0,0
5369,3,13,9,2017,0,2017-09-13,0,0
5370,4,14,9,2017,0,2017-09-14,0,0
5371,5,15,9,2017,0,2017-09-15,0,0
5372,6,16,9,2017,1,2017-09-16,0,0
5373,7,17,9,2017,1,2017-09-17,0,0
5374,1,18,9,2017,0,2017-09-18,0,0
5375,2,19,9,2017,0,2017-09-19,0,0
5376,3,20,9,2017,0,2017-09-20,0,0
5377,4,21,9,2017,0,2017-09-21,0,0
5378,5,22,9,2017,0,2017-09-22,0,0
5379,6,23,9,2017,1,2017-09-23,0,0
5380,7,24,9,2017,1,2017-09-24,0,0
5381,1,25,9,2017,0,2017-09-25,0,0
5382,2,26,9,2017,0,2017-09-26,0,0
5383,3,27,9,2017,0,2017-09-27,0,0
5384,4,28,9,2017,0,2017-09-28,0,0
5385,5,29,9,2017,0,2017-09-29,0,0
5386,6,30,9,2017,1,2017-09-30,0,0
5387,7,1,10,2017,1,2017-10-01,0,0
5388,1,2,10,2017,0,2017-10-02,0,0
5389,2,3,10,2017,0,2017-10-03,0,0
5390,3,4,10,2017,0,2017-10-04,0,0
5391,4,5,10,2017,0,2017-10-05,0,0
5392,5,6,10,2017,0,2017-10-06,0,0
5393,6,7,10,2017,1,2017-10-07,0,0
5394,7,8,10,2017,1,2017-10-08,0,0
5395,1,9,10,2017,0,2017-10-09,1,1
5396,2,10,10,2017,0,2017-10-10,0,0
5397,3,11,10,2017,0,2017-10-11,0,0
5398,4,12,10,2017,0,2017-10-12,0,0
5399,5,13,10,2017,0,2017-10-13,0,0
5400,6,14,10,2017,1,2017-10-14,0,0
5401,7,15,10,2017,1,2017-10-15,0,0
5402,1,16,10,2017,0,2017-10-16,0,0
5403,2,17,10,2017,0,2017-10-17,0,0
5404,3,18,10,2017,0,2017-10-18,0,0
5405,4,19,10,2017,0,2017-10-19,0,0
5406,5,20,10,2017,0,2017-10-20,0,0
5407,6,21,10,2017,1,2017-10-21,0,0
5408,7,22,10,2017,1,2017-10-22,0,0
5409,1,23,10,2017,0,2017-10-23,0,0
5410,2,24,10,2017,0,2017-10-24,0,0
5411,3,25,10,2017,0,2017-10-25,0,0
5412,4,26,10,2017,0,2017-10-26,0,0
5413,5,27,10,2017,0,2017-10-27,0,0
5414,6,28,10,2017,1,2017-10-28,0,0
5415,7,29,10,2017,1,2017-10-29,0,0
5416,1,30,10,2017,0,2017-10-30,0,0
5417,2,31,10,2017,0,2017-10-31,0,0
5418,3,1,11,2017,0,2017-11-01,0,0
5419,4,2,11,2017,0,2017-11-02,0,0
5420,5,3,11,2017,0,2017-11-03,0,0
5421,6,4,11,2017,1,2017-11-04,0,0
5422,7,5,11,2017,1,2017-11-05,0,0
5423,1,6,11,2017,0,2017-11-06,0,0
5424,2,7,11,2017,0,2017-11-07,0,0
5425,3,8,11,2017,0,2017-11-08,0,0
5426,4,9,11,2017,0,2017-11-09,0,0
5427,5,10,11,2017,0,2017-11-10,0,1
5428,6,11,11,2017,1,2017-11-11,0,1
5429,7,12,11,2017,1,2017-11-12,0,0
5430,1,13,11,2017,0,2017-11-13,0,0
5431,2,14,11,2017,0,2017-11-14,0,0
5432,3,15,11,2017,0,2017-11-15,0,0
5433,4,16,11,2017,0,2017-11-16,0,0
5434,5,17,11,2017,0,2017-11-17,0,0
5435,6,18,11,2017,1,2017-11-18,0,0
5436,7,19,11,2017,1,2017-11-19,0,0
5437,1,20,11,2017,0,2017-11-20,0,0
5438,2,21,11,2017,0,2017-11-21,0,0
5439,3,22,11,2017,0,2017-11-22,0,0
5440,4,23,11,2017,0,2017-11-23,0,1
5441,5,24,11,2017,0,2017-11-24,0,0
5442,6,25,11,2017,1,2017-11-25,0,0
5443,7,26,11,2017,1,2017-11-26,0,0
5444,1,27,11,2017,0,2017-11-27,0,0
5445,2,28,11,2017,0,2017-11-28,0,0
5446,3,29,11,2017,0,2017-11-29,0,0
5447,4,30,11,2017,0,2017-11-30,0,0
5448,5,1,12,2017,0,2017-12-01,0,0
5449,6,2,12,2017,1,2017-12-02,0,0
5450,7,3,12,2017,1,2017-12-03,0,0
5451,1,4,12,2017,0,2017-12-04,0,0
5452,2,5,12,2017,0,2017-12-05,0,0
5453,3,6,12,2017,0,2017-12-06,0,0
5454,4,7,12,2017,0,2017-12-07,0,0
5455,5,8,12,2017,0,2017-12-08,0,0
5456,6,9,12,2017,1,2017-12-09,0,0
5457,7,10,12,2017,1,2017-12-10,0,0
5458,1,11,12,2017,0,2017-12-11,0,0
5459,2,12,12,2017,0,2017-12-12,0,0
5460,3,13,12,2017,0,2017-12-13,0,0
5461,4,14,12,2017,0,2017-12-14,0,0
